sent_id	img_id	txt_caption
5090	HuRaEKgTg0GRGLLr	A matador in a ring holding his hat in the air.
5091	-o3aEcUpE_5NIKNP	A smiling woman wearing a white and orange dress pictured outside.
5092	2bxswwKoY_dpWlqq	A man and woman wearing medieval garb converse in front of stone buildings.
5093	eoKQQwRzcLVuyHlY	A man and woman sitting at a table, the man has a cup of coffee in front of him and the woman is holding up a book.
5094	HoNOgOgquwH6X86r	A man with only one leg can be seen standing on a street in front of a building.
5095	gmF15oNpngxeRaY-	A tan and green Kawasaki motorbike is parked in a parking lot with a building and evergreens in the background.
5096	-PNOjxOjVGR7tmk7	A large ship is in the docks at sea.
5097	bip5dGtb5q64qxxV	A bunch of yellow flowers are standing with their heads bowed down.
5098	iq4d6VflHCbIfPIW	A biplane landing on water.
5099	-ucfJdNWN1G7UB3Q	Two elephants crossed in front of a group of people in the car while crossing the road.
5100	2pQd9PWakE5kyNZM	A green chameleon resting on a branch.
5101	f2tykLaaBLLxMNVC	A woman in a black tank top is opening her jacket to reveal the green lining and inside pockets.
5102	wph7GMVVtIUAB6Tg	A lady on her farm posing with her pony.
5103	-fNfEFhA-q-cnCFg	A large sound booth for an orchestra, there are people milling around, some are sat in their places others are walking, there are two music stands in the forefront of the picture both have sheet music on, and there are long microphones stands dotted about everywhere.
5104	mJCc2HW4roE92_c-	Two men sitting on a step outside a shuttered building with a placard begging for change, with another person asleep on the step behind them.
5105	_PeT_cwUtsrfkEOb	A tiny puppy sitting in some snow.
5106	5na-7OmgJcNDAJq1	A view of a cruise ship at its docking point with the dock in shot and a view of the sea and the hills in the horizon.
5107	3sb5MqboczetUBuO	Cars driving on a road.
5108	U1F2quAp-x3DZdKa	Plants in garden with palm trees and pavements.
5109	SMXE5CdrnsL9bqZS	A red-haired woman in a cocktail dress posing in front of a grey backcloth.
5110	2ybRWzZUJRttCzpu	A stationary pick up stands under a pine tree with pine cones on the ground.
5111	0v1fDlRCbxRpcxv9	A view of two children laying down and looking at each other.
5112	OhzAP5pMSJuTqz6k	A bathroom with a phone and brown counter.
5113	pFfbOpoIaRhoioJG	A sailboat in bright blue water in front of a house.
5114	-JLnQ0sp0NV7ogiL	A man and a woman sitting in chairs.
5115	Bs9RRGQyCD7vz1oW	People walking on a sidewalk near buildings.
5116	5Srk6J7WfIsrlwst	A car that lacks any wheels.
5117	GGBPe-YYqlM6FaWd	A man with a pencil moustache and beard, wearing a blue and white striped top and sunglasses.
5118	Lqm2dCi4CUOa6nhS	A moose taking a drink of water.
5119	Q2tPBUGHRqjjLntV	A group of people ride a boat in a body of water.
5120	kcXAQTd_85PcoiaR	A photograph of a brain, with different areas numbered.
5121	HAM6xvnnHRr4wihx	A white tanker with orange and red markings is parked in front of other vehicles with a building in the background.
5122	6hjefwuFORg_euxu	A man and woman are close together and are smiling, there are tables in the background.
5123	yrHydk_yMjL7__Gj	The tower in France with a big white building behind it and maybe some people in the background.
5124	3YWgW3uzpjZASfjZ	A boy is looking at a compass in a forest.
5125	E4Lc34yPwx3eXUpQ	A house made of grey bricks with a wooden roof, there is snow outside the house.
5126	NrhOVo6YT3h4naXs	A man wearing low slung shorts and a sweatshirt.
5127	3sb5MqboczetUBuO	A highway is full of traffic merging together.
5128	q-T0aiFqShntspIG	Three male sports figures at Miami Heat press conference table with people in audience.
5129	c6bc8iC0QN_egzNB	An animal with long curved horns partially hidden behind tall grasses.
5130	aGLz4XpzBV-sklDn	A group of four people are posing for the camera.
5131	p38_xhmv3PIOyzCm	Two men sit cross legged on the floor wearing orange robes.
5132	I7kBt6oZ8C5ncE9A	A woman is holding a truffle.
5133	cY85fJa2pMt-wTZn	Two cars parked behind a gate with a black dog walking by.
5134	4iIETCovYGYq55Ko	A brown wooden shop shaped like a native American tent.
5135	6L8toC95J_X7q_ES	A large tree located near a building.
5136	BXlUfiFjDDMLRwsw	Young man with mountain in the background.
5137	-fC0_r4cS1qMlo9Z	A gray car with a paper on its windshield parked in a lot.
5138	PXb6Zc3z16ObjVFD	A woman poses as an advertisement for Sucker Punch.
5139	nw93f7dz142j5mkS	A man holding a lion while a woman and child ride it.
5140	rFFQTDUDafjaOC6O	A bride in a white wedding dress with a bouquet of orange flowers and someone's hand on her waist.
5141	-Ko3qo3EJ08HiuNZ	A brick house with green grass in the front.
5142	Bt3ZIosUVcxvZnBJ	A group of children singing.
5143	hYDdOXeW-SHrPI9_	An animal with antlers scratching itself.
5144	0_QSjCiUSy_Pn1N3	Two men and a woman in foreign garb stand near a wall.
5145	EV_MHK7CYPeReDzW	A basketball player taking a shot.
5146	axvyMj0pyPH_aQkV	Three fish shaped and one blue and white tube shaped kites hanging on a wooden pergola in a garden.
5147	OBTYdnASVITG1yJk	Two men on a boat.
5148	Ig9ECuQxclgIJ6et	A little girl standing on grass with her bear feet in front of a plant with big green leaves.
5149	5-I1KW3scIc4pbsZ	A blonde woman wearing a white dress, a pearl necklace and dark high-heeled shoes reclining on a sofa.
5150	3tuOcF7tB7uZgf5F	A woman wearing a purple dress sitting in a chair looking up.
5151	ze79bqwwFvdWabwN	Two men eating food on a poster.
5152	ELpFL1pBvw4Lq6at	Two men with orange jackets rescuing a family in a dinghy.
5153	L6J8-UrDnrs7UmwR	A woman wearing a white top is posing for the camera.
5154	pCZ2FjfOeWpw9rMP	A women with her hair tied back.
5155	PhRk32U7wXu_ZjBn	Nine people mounted on horses with blankets riding along a dirt path in front of a large building.
5156	iOgPryjpAlhKKd9C	A group of people sit along the water next to some mountains.
5157	oh5Da3IB11npo9qL	Three men dressed in green and blue hat.
5158	wgtjZ_eJET1toc-2	"A woman and children sitting on a float with banners saying ""Dairymen's Ice Cream"", in front of a house painted white."
5159	3WslHGBCq1JYXhZr	Cars parked on a quiet street, with two people standing on the pavement by the road.
5160	-ZAktVhwUfbbjgeA	A woman posing for a photo outside by a tree, wearing purple top and black trousers.
5161	1lySDtK1E6qRzBn8	A herd of elephants walking.
5162	2LxM877IDi6xwbXX	Two blue/white trucks parked on road.
5163	IasvWW5XWEn6oEzK	A brown double bed with brown bedding in a room that contains other bedroom furniture, two lamps and a pale brown carpet.
5164	V0-VevAUsN1y1pfc	A man standing in front of a truck.
5165	60QeqMwE7hPynk0C	Two men standing in front of a graffitied wall, one with a camera.
5166	dO0oBRHI6CrMAJ5Y	A small child crouches near an elephant.
5167	mOKBXrG5UVuKjxw6	A single oil tanker sailing in the ocean.
5168	pHAs0yIoKxFOgq0R	A blue tandem bicycle attached to the floor.
5169	G1xCAVkHHr16Sosw	A man on the road and the river and lush mountains.
5170	t7bwbGF6WCjM8zcl	A person walks down a city street.
5171	MArSr8CjUst9qIA7	Several people sitting around a table in a bar.
5172	S22_r65ofNvwBWAe	A baby goat is nursing while other goats stand behind.
5173	di0_wqvMMSutaVkI	At the farm showing a green grass, trees and a beautiful sunny day.
5174	QuDsYmjFlXNOXkNA	There are some hockey players, playing on the ice.
5175	7qz50z6j9k7be2yq	A cartoon of group of men playing cards and having a drink.
5176	dWX45rH7fzy7tPlU	A woman posing with some cardboard cutouts of people.
5177	CDmp3ni5bMPCe0Y0	A man and a woman posing in front of some windows.
5178	-qIw0-8p3LPVt0nM	Man in glasses and black hat sat beside computer monitor.
5179	7rw45pkj9HSNZC70	Two men, both wearing glasses are staring at a computer screen.
5180	NrhOVo6YT3h4naXs	Man in red hat and sneakers walking outside.
5181	hZPf-LkK3XLee4Ml	A black sedan is driving on the road.
5182	mP9jAWB5vi4qa9mx	A dog and an easel with paint on it.
5183	4ejQP5inSSWr2qNp	A tank sitting in a field.
5184	ZNzK6uxomD-C9Td1	Tree white polar bears sitting in the snow listening to the music and cooking food on the fire whilst their bottles chilling out in the front of them.
5185	a9l7B6RhSeSt3iaY	A small pier with a few small boats tied to it.
5186	CbnA_e6AW6U7Ycoa	Two females and two males holding plaques.
5187	0ykEsG48iKHR-zpr	An airplane takes off and smoke follows it.
5188	6bsoYVJO6zB1OXTL	Three doctors against a blue background.
5189	99pUkmGsNN4-0kWr	A group of three wheelers sitting in what looks like a garage.
5190	EEcDkahNRu5RLtEZ	A man in a striped shirt playing an instrument.
5191	43YHETgWn13r2wLo	A woman posing on a wooden stairway wearing black high heels and a black mesh body suit.
5192	U9PV9-BlkIgYaQYQ	Young woman in blue life vest driving a personal watercraft at high speed.
5193	ZqyM0MhxJUFvcSCd	One woman and three men stood in a low-lit room with brown walls.
5194	L7XiJrez518LmGQB	Two young men in glasses sitting outside.
5195	Uh3TAghgGQA5pRb9	A man wearing a custom hoodie.
5196	MK0becMWFUwACbyn	A woman in red top sat before some computers and a keyboard.
5197	06AJq-FNnpK6TwFx	A group of thirteen women pose for the camera with their thumbs in the air after having won a trophy.
5198	PQbAq0CiX2FgcSkp	A woman in a costume standing in a circle of pompoms.
5199	2NAFicBa3qaIT8Am	A woman running and a man with a pole in the background, with a view of a sea.
5200	3aDatQQJ6Sszz0Dv	A man and a boy, posing side by side.
5201	tgOa1B9hNQldYfWu	The top view of a large Gothic themed cathedral.
5202	yZeUcWKtJZ5kfgzu	A horse and cart with milk churns.
5203	9przUmD6iP-cjhK0	A woman in a green shirt eating a desert in a tall cup.
5204	gi3e8QnQWM-yHjZy	A man playing a mouth organ sitting next to a man playing a double bass.
5205	dxqZfLO9sT1OD_nj	Looks like the Kremlin in Russia.
5206	-Ko3qo3EJ08HiuNZ	The front of a rather large house.
5207	LcoG8Q-xfZ46RMt7	A woman is sleeping on a metal bench.
5208	0ykEsG48iKHR-zpr	Airplane lifts off from runway with smoke fuming.
5209	vPoOI6rDotf57GCr	A man is waiving a red cloth in front of a bull both of them are on sand and a fence runs around the sanded area.
5210	WK7aGptWbqXWtSDb	A man in a red and white shirt stares towards the camera.
5211	U1F2quAp-x3DZdKa	A plant planted in between two drive ways.
5212	9hKpUTHMn4ygmvec	A old Indian lady is displaying a black snake and other items.
5213	caOc2rQBFEsJLflq	A man in a suit and tie standing in front of an electronic sign.
5214	hGJ0AZRFx2BmZm18	A shirtless man leans in a door frame.
5215	ph0QcUf4UdD9kJMz	An image of a sofa with red cushions.
5216	MpVRS-zAkHKFEUzn	A man climbing a snow covered mountain.
5217	sazz2GM8dawTE2V6	A group of Asian people with name tags around their necks posing in front of a building and holding a large blue poster.
5218	72Y2Wtkh4QQOJHU-	A cat sitting in a bathtub of a doll house.
5219	MKo3m-p-f6tRFawO	Four wild birds with black bodies and blue heads.
5220	3aDatQQJ6Sszz0Dv	A man and boy stand together in white shirts.
5221	bl_7vZ_2Vre-ZkJx	A man crouched down holding a fishing pool.
5222	z9tUv9fwj09j9qjY	Two cars on a street next to a beach.
5223	kv1OxHsoma3XEkWp	A group of people walking alone a gravel road with snow covered mountains in the background.
5224	ipYnyZ0zQA8ZgNLr	A yellow automobile sitting at the intersection of two roads.
5225	72Y2Wtkh4QQOJHU-	A young kitten in a dollhouse.
5226	qMMLfZReurjgRRD-	A young woman in black sitting on a chair with another woman doing something to her left arm.
5227	imVhznZIfoxrKvEP	A wartime scene with helmeted soldiers in battle from behind.
5228	bArfnPlNzsj_l9cP	A beautiful woman in a car on a road gray.
5229	fMbQoE76FcQbXjTY	A couple under a old big tree posing for photograph.
5230	3uzDvGXFTasoWZps	Cricket players in shades of blue on a sporting field.
5231	O9IyaWsjyYc_Wl5H	Tall, narrow cacti in desert by mountains.
5232	Zvfv_vrE9UpxfRXv	Lady wearing a hat and sitting on a massive bomb.
5233	fynWgHfhy5sjydX6	A birds eye view picture of a bridge over water.
5234	c5eLs4ED5CrCIN2d	A person with a white scarf is walking behind two other people in between some buildings.
5235	GskxGQ8jTTitXsPU	Boats floating down river at day.
5236	0ilQ3PHRxBrpbjKX	A ferry is docked at a port.
5237	-dp39Cdz3XJstMoS	A large structure holds a plane while the sky shows a rainbow.
5238	zOJIoXrvaEvVq1m6	Two sinks are attached to the wall in a bathroom.
5239	PP88-g6QDKF0Gl-Y	A building with white windows.
5240	oeQEaj8jRkvj_2X_	On a catwalk, a female model dressed in a grey suit and thigh-high boots walks towards the camera.
5241	YFrZTKntxxoJAMn3	Two people standing and one is waving.
5242	f6CFmVZ-sRn7akjX	A man holding a stick with something on the end.
5243	S22_r65ofNvwBWAe	An animal in a field nursing.
5244	vKCQxt8ZFztHzsq1	A picture of a woman in a red dress posing for the camera.
5245	3uzDvGXFTasoWZps	Cricket players from opposing teams shake hands.
5246	zQcO5ec38OGuaP3k	AN old car is displayed in a building.
5247	eCOhfSifYueQ5_vS	A working vessel in marshy waters close to shore.
5248	kVJRWirQR8gDurIH	A red and white colored bi plane flying in clear blue sky with the number 711 on the side.
5249	TH5ucS05E6g33i-R	A small, red roofed house stands abandoned and broken.
5250	v0ut4nn4Wms0aZLp	A group of shirtless rockers standing on a stage.
5251	YQh4qAyE3z72la5Y	A close up of a man in a green shirt holding his guitar on stage.
5252	h5djQTJdFt4a1gQA	A diagram explaining about a horse race equipment.
5253	6Z35LEsyXMMqguPN	A woman is using exercise machine.
5254	CIVCVCkwG35uWqHj	An overview of a neighborhood.
5255	bZqSJjFDQ-jjrUJR	A female with a white t shirt holds her head with her hand while her elbow in on the table.
5256	7Yeixe5RxEd6_Ry2	A blond woman in a white dress in close up.
5257	qHKV1LJ-ge40SsZg	Two men in suits laughing together.
5258	7NzjFPKydg1ACaKX	A man in a recording studio with a long grey beard and a stripy top.
5259	tEADJjTkUUrFLlmq	A bunch of trucks that are parked along a road.
5260	Roa0yU7KHhwG-Yld	A man and woman talking in front of the washing machine.
5261	-JLnQ0sp0NV7ogiL	Two women sitting against a background of trees.
5262	BqoajT5F2iTYrBVY	Three men climbing up a snow bank.
5263	9NDgZBIYZccz5xmb	A women in a white wedding dress posing against a purple background.
5264	74VcrBCSkgTov0KQ	A woman holding a drum in black and white.
5265	xAUJL7kh7Lg5CfsI	A bull attacking a man in a bullring with spectators looking on.
5266	dtiIljvCab-96lVl	People in a theater eating popcorn.
5267	alu5GTGg0C3l4b35	There are some people sitting around a table.
5268	60QeqMwE7hPynk0C	A man with glasses holding a camera next to a man in a blue shirt in front of a wall covered in graffiti.
5269	06AJq-FNnpK6TwFx	A team of girls pose with the winning cup.
5270	ddDp1ubcgYhfnr1t	A park ranger accompanies two young children who are wearing life jackets.
5271	6Z35LEsyXMMqguPN	A woman in a grey sports bra and shorts uses a piece of exercise equipment.
5272	FRHZ8gIZqIbvYXAM	A woman stood indoors on a rug holding divining rods.
5273	5GzKq4WIU5kbscDZ	A cloudy overcast sky over snowy land.
5274	2CJxF38F_Qgg6Fhi	A picture of actor Chuck Connors wearing a black cowboy hat.
5275	KLkuSO1xX486UQFE	A police car and a group of people outside a building.
5276	mqTVkPE9R2uDVVfA	A man and woman are talking while walking through a mall.
5277	tyspMFfNcCVhiavU	Two soldiers walking away from something.
5278	6kCLPNZxkntiF7YF	A monument with a statue of a man laying down.
5279	xTLggQD7eLoKByO6	There is a fruit hanging down the branch.
5280	1EpLy_14fyExDHHI	A man on a balcony holding a lobster.
5281	ty0mx6QQ4gyh__d9	Police men close to a police vehicle and an ambulance on a street.
5282	2bxswwKoY_dpWlqq	Actors, one male and one female, in supposedly mediaeval costumes.
5283	akOY9zAjrtMe80is	A bird with black feathers flying over water.
5284	uphNmNieuVdrllnU	A picture of two men holding an old broken rusty bicycle in a field.
5285	KYh58f658-TyFhub	A contemplative brown bear pads through long grass, with a tree trunk to its immediate right, and a cliff immediately behind.
5286	D5aCgXl4AmDVNdCk	Very sexy rear view of the middle back to lower thighs of a young woman wearing mini shorts near a boat railing over water.
5287	cpmk_ry7TG3lTvlX	A man in a coat and hat holding and looking at a ball.
5288	sEezEESl7mJBIaZc	A woman with short brown hair.
5289	92SlanO8ARHzq4LV	A smiling young man in a blue jacket playing a guitar.
5290	O_jYw1RuCgjNHzhL	A male skier in jump.
5291	3sb5MqboczetUBuO	Cars driving on a highway with cones by the road.
5292	5dBiwoDEpY6gWRek	A road and brick entrance with tress behind it.
5293	cBALDGshnJi23vq_	Many people are dancing on a stage while one sings and another plays a ukulele.
5294	y_ETf251TvsZ_4lY	Motorcycle race on a track, lots of people watching.
5295	4U7OnXftrQUXbSwZ	Stone structure, somewhat like a short tunnel, alongside rubble and other large stones.
5296	upSwJUA8d4S3ORW7	A picture of an attractive lady holding an umbrella during the day.
5297	gaxFEBMXNZd6Koi1	A woman at a counter preparing some food.
5298	i-2_01KXg0Jr_96G	Three people on a boat in the water.
5299	5wfphFP-BksB0U3A	A celebrity poses for a picture.
5300	60QeqMwE7hPynk0C	A picture of a man in a tan shirt holding a camera next to a man in a blue shirt.
5301	ECRdSxMPZL-iQ0jO	A circular tower stands on grassy ground.
5302	-Aeuc_-CWKF96z-s	A room contains a bunk bed with floral covers and a white ladder.
5303	mP9jAWB5vi4qa9mx	A dog paints on an easel.
5304	Zcu6EDdqMWCcB4E4	A man in a grey sweater, olive green pants and a brown beanie pets an especially majestic-looking goat.
5305	cc-E4TJIcCgjvasR	A man dressed up as a woman.
5306	GrG7nhvS_0puxHry	A loft bedroom with king sized bed.
5307	WK7aGptWbqXWtSDb	A man in a white shirt with a red long-sleeved undershirt.
5308	9sEHMVMTS3ttQnst	A man with a hat on is looking at a picture.
5309	ZIM2D4unDPVdhzz-	A man in military garb stands in front of a gray building.
5310	dvYH72SQIrkcM7Yk	A photo of a group of people in a gym, the room is very bright and one man in the middle of the picture is doing a pose.
5311	RxitJf4ycrnky9Cl	There is a tree with flowers.
5312	IrPFX8ehf9PXePoI	Two people hugging and checking the time in the street, several people in the background.
5313	MNddvTDRHlWhZKce	A biker riding down a mountain side on his bmx.
5314	HbDw1BfwbcCL5i1j	A bush of pink and purple flowers.
5315	0zE7N3K7TwpIIPMB	A well manicured garden surrounded by high hedge and trees.
5316	4AxZou-8g7EO2Ovg	In this image there is a child standing in the window of a turquoise building.
5317	0_QSjCiUSy_Pn1N3	Three forlorn looking people standing in front of a wall.
5318	EjXgT1f19VSRgzpi	A house with a deck and a lawn.
5319	X767tKBdh0R2W0TT	A jockey in red and white riding a black horse.
5320	Lv4aPgXVZdxwMCnw	A black and white picture of a woman typing on a typewriter.
5321	xEJmUZtoRA-2gIhl	A single camel with a colorful blanket draped over its saddle, stands in a desert area, with several pyramids in the background.
5322	ZM69dOX_Qj86NpCP	A woman is putting an object into her mouth.
5323	3xy9q6554yPdtQzu	A parking area with a car and some trucks, one of them rented.
5324	ZqyM0MhxJUFvcSCd	Some people standing in a dimly lit room.
5325	F7-3dCZ3Cq2NBtmN	A young lady in shorts and halter top packing a small bag.
5326	5dBiwoDEpY6gWRek	An entrance to a driveway.
5327	3tuOcF7tB7uZgf5F	A woman in a pink dress, sitting in a chair.
5328	iFtWsLbM57PmVTEW	Draco Malfoy being dragged out by the castle caretaker.
5329	upV2WiRcG9Sw4iuD	A woman posing in a wedding dress with bouquet.
5330	WEeAwicJNXEeCaFj	A brown horse in a lawn.
5331	u6e4u_oHbesMX8F-	A picture of some men sitting on a boat covered in ice.
5332	jnVnIo6v5EW4G_b3	A woman wearing a white dress holding a gallon jug of water standing in a kitchen.
5333	mXpfKyHdv41lhRnh	An Indian man and woman standing on a platform holding a red and white striped thing possibly in the middle of some cultural ceremony.
5334	pag4oUYgicvR6tSH	A child with headgear as part of a teeth brace.
5335	CWMUTKmfLA7EgFyo	Waterfront with boats in sloops and a lighthouse on top of a jetty in the background.
5336	BXlUfiFjDDMLRwsw	A smiling boy wearing a black T-shirt and backwards cap, poses with one arm resting on a ledge, with a rocky scene in the background.
5337	U1F2quAp-x3DZdKa	A tree surrounded by flowers along a path.
5338	h61tsNBmwZOEu9IK	People waiting out in front of a dessert truck.
5339	Y3tAMnqOqNuopIiA	Two people compete in front of a large crowd.
5340	1wH8q7DMdV85hCMz	Two young women and a man are seated in front a purple backdrop.
5341	fhNYyQfWgkktaqu4	A woman wearing a white headband holding two volleyballs under her arms, with others playing volleyball in the background.
5342	T_eZNvk5gOcw6GlD	A woman wearing a red dress and leading a goat.
5343	rVjT65ppmEsjfhTC	A man and a woman dress up in Incredibles costumes.
5344	c4kWYYsWTNWeV3UZ	A woman in sunglasses, a blue T-shirt and a long black shirt receives something from a man in a white collared shirt.
5345	4m6p_vrGKStnPr8a	A car on fire on a bridge while there's a bunch of traffic on the highway under it.
5346	6VMg7tJ3lcfDsn6q	A man standing with his foot on a rock.
5347	tliWJPOil1cylMd5	A group of people in jerseys are holding a sign of their team, which is blue, white, and red.
5348	qP2tJDke6NhBtFon	A man standing on the porch of a house.
5349	yW8dpEWfc3wwO3J6	Dark haired smiling woman holds a Man wearing a black cap.
5350	GyhyDshZ4HsGmX3E	A large building with many turrets is reaching to the sky.
5351	cIt7H4xSeYrbrQJR	A man with wooden clothes airers.
5352	eoKQQwRzcLVuyHlY	A man and woman in glasses sit at a table together.
5353	74VcrBCSkgTov0KQ	An women holding a vase in a photo.
5354	b-3sNr0LMc_3YksB	Four men having a discussion around a table with drinks on it.
5355	fNcU2Okz6M3KgyUF	A black and white photo of plants.
5356	d7NUrWj8JZl13Xqe	A white and black cargo vehicle on a concrete road.
5357	h4_qp9Ph1Fyjq7ww	A man in a fighting stance.
5358	RtZPupYWqYR7nNSm	A woman is helping herself some food on her plate from a dish.
5359	AymCrnRdnk1QKhVV	A picture of a band performing and playing instruments.
5360	MNx0Vn70psRk-xKQ	Two large fish laying dead on a deck.
5361	6kCLPNZxkntiF7YF	A picture of a statue outside during the day.
5362	BkH6r4IlEUzUWRE_	An old fashioned black and white picture of a well dressed gentlemen.
5363	alJwZO4t7CeX2B0y	The view of tables and chairs.
5364	-RdOvyr6i6B4yFlT	A woman is holding her baby in front of her.
5365	YhwbXqELHtxGW_rP	People wearing headphones at a press event.
5366	aOaLsDM1l5DTdvzU	An insect in a container.
5367	qRG-yQLPT1Qd79hg	A white building with spires in black seen from a distance.
5368	oY4vSvXl3bogSBPT	A small baby relaxes on a couch.
5369	tsMD9IO-YhWsaeHV	A man sits with his guitar beside him.
5370	ewwzNe_foX6-xdKO	A garden room with green and white furniture.
5371	q3ZRvgtXn_fP4pcV	A black old fashioned bicycle sits on a sidewalk in front of a window.
5372	6bsoYVJO6zB1OXTL	Two men and a woman in green scrubs and white coats stand against a blue background looking at the camera.
5373	zZpnpOYl4vnOGt6g	A man is standing, wearing a black shirt and jeans.
5374	ijH5-TgdqBPW7TsT	Several men in orange jumpsuits looking at something.
5375	mfM4OulrjRXEj4lH	A black and white photograph showing a ship on the water.
5376	lZWqLmc31KiZylfB	Woman wearing sunglasses and jeans next to a table outside.
5377	GP77VQAw5399ohyE	A woman dressed in oriental attire is posing on a veranda.
5378	sXgxaJ9bgEE755EJ	A plant or vegetable with green leaves.
5379	2ybRWzZUJRttCzpu	A Sports Utility Vehicle parked next to a tree.
5380	9FT2DbikPixFx_bH	A tall brick bridge, with a river and narrow path below.
5381	cu0bBLnBGmZ220ZK	A horse stands outside its stables.
5382	SoBOrAfGeSyywXSQ	A man wearing swim trunks is holding a trophy.
5383	c-OUSZnzohuRQpd4	Two people are under a tarp wearing jackets.
5384	RpS598VV6NWYEJHw	An old black and white picture of a street with people milling around.
5385	1nF0RS4gAPcyI8MO	A picture of a military vehicle.
5386	9q4sWyzcCeFshw8e	A white-and-red gecko walks across fabrics of different colours.
5387	-5hmxemuUqlVnYL3	A hiker poses on a crag on a mountainside above a lake.
5388	0VXm8ofaHvyYWvew	Two women with matching shirts pose in front of blue lockers.
5389	coYuHdS343U-B3rO	A stuffed white sheep with a fluffy white coat.
5390	vdf7xg5RHHt_XyZX	A black and white picture of a man sitting down next to a doll.
5391	4Y32B7ichgZ6GXEW	A collection of bugs on a tree.
5392	U0bdKcf7yC5xRXfv	Two people playing football one is in white the other in blue.
5393	p-5JBYhIjzCTqUCV	Many people seated at tables with plates of food.
5394	6kCLPNZxkntiF7YF	A monument to a fallen solider.
5395	k9Op2KdPJNmW-GIT	Four teletubbies crossing the road.
5396	dV92FkOZ1BGvJwBK	A blue Dodge Viper with white stripes parked in an alleyway.
5397	sKJfjPe0eOADmlB7	A man wearing a white shirt, black waistcoat and black cowboy hat is posing with a gun.
5398	eaft21dx5YO3ZCVA	Two bulldogs, one black and one white, in hotdog costumes.
5399	1EpLy_14fyExDHHI	A man giving away lobster to people.
5400	UviD3zP24KMqkcf2	A woman with short hair giving the peace sign.
5401	4Mgrrw7Kpay1o5QZ	A shelter storing feed and logs with trees behind.
5402	IsSoyntmda8G042a	A man and a woman are standing in front of a huge sandwich.
5403	10PaicfSrOiM2eC8	A brown haired buffalo standing in a grass field.
5404	bx069RhttIxVzRD9	A pitcher plant growing on a mossy log.
5405	ChW7D64chdT3QyJ1	Four women with curly hair posing together against a green backdrop.
5406	-MRifiWtntStksAr	A view of a social gathering of a couple of dozen people in various groups.
5407	sazz2GM8dawTE2V6	There is a group of people holding a sign with Chinese wording.
5408	6VMg7tJ3lcfDsn6q	A man wearing a black coat standing in a field.
5409	AiEI0dA7N_D0OIKS	A girl dressed in a Jewish out fit is posing for a picture.
5410	zL3rsPCXZig2kpDw	A smiling man sitting on a bench in a field, with a large trophy on the grass in front of him.
5411	NrhOVo6YT3h4naXs	A man wearing a red hat and shoes with khaki shorts walking under a tree.
5412	NjeIWGx6co_qD8ge	There are some comfortable seats inside a limo.
5413	DtYI5-aEaSLI4z2H	A late evening view of a small lake with full moon overhead.
5414	9zsx8GnnCi63bVR-	A man is holding a pen and sitting at a desk in a room.
5415	nzuoEmDrzBbwcszY	A man is sitting behind a drum set getting ready to play the drums.
5416	XK-a4ppP3vZ3iniw	Several buildings in a row all of different colors and sizes.
5417	M44Y-FdHIgTwLiZ-	Close-up of a flat-faced yellow owl among branches and leaves looking directly at the camera lens.
5418	_x-8EHXdkaST3-Bf	A basket of food with a red ribbon.
5419	uQegg4sP1VhYNR5c	Four men together with fashion.
5420	n77DHADXySILcBcK	A man sanding on a old stripped down vehicle in his driveway.
5421	1WypkiCCEp9j0fom	A piece of fruit is sitting on a water cooler beside some flip flops, in front of a chair and another water cooler, inside a tent.
5422	PXb6Zc3z16ObjVFD	A beautiful girl dressed in a black Steampunk costume, glares in a sultry fashion, with a futuristic-looking landscape in the background.
5423	neJlKU9Rbnwz4oNp	Two people are posing by a fence on front of some mountains.
5424	sjNHUbFmdPuKjbAH	A muscular man at the gym holding a bar with some yellow weights with two hands.
5425	5mgN-iPZdKi6JSMx	A plane is coming through a cloud.
5426	4iIETCovYGYq55Ko	A teepee turned into a house.
5427	qHKV1LJ-ge40SsZg	Two men in business suits laughing.
5428	ZUR9SbXZCCwdqMxI	There is a lady on a boat in the sea.
5429	HZ6xYbqQm7wq3WCJ	A lop rabbit is sitting on an ornate cushion, on top of a backdrop sheet, and being photographed.
5430	3xy9q6554yPdtQzu	A parking lot with several trucks lined up.
5431	AazkWHGTDshRTnYY	A black French poodle is on a sidewalk.
5432	fbBZM79di1ALbby5	A busy street filled with people walking surrounded by mid rise apartment buildings.
5433	3cvxu60byX345E6g	A group of celebrities dressed nicely, are posing for a picture.
5434	q_k3Zq8jQayGmzF0	A small stone bridge going over a river.
5435	bdO3uP2HbhP-k1CL	Four people dressed in fur standing around chatting next to a shelter.
5436	9NDgZBIYZccz5xmb	A woman in a wedding dress in front of a purple background.
5437	NzEwkbpMdzugLzaB	Four men in leather jackets and black berets all look in different directions.
5438	3tuOcF7tB7uZgf5F	An older woman wearing a lace dress.
5439	E_tJY9nqwdp7-hsf	A single helicopter in flight.
5440	J4Cal738Y_UJAfRV	A yellow caterpillar with spots on a leaf.
5441	XIOIddeNkxZxKtPH	A young boy aiming rifle while an older gentleman watches.
5442	gR7X_4DWGPGY3MVq	A plume of smoke and bright red light against a black backdrop.
5443	8823WpZWJexpqlGy	Overlooking a body of water with many sailboats on it.
5444	Yo_ujaHaA1gcd_JH	Three men with their fingers behind their ears as they are smiling.
